,Forebrain/Midbrain/Hindbrain_corr,Forebrain/Midbrain/Hindbrain_pval,Forebrain/Midbrain/Hindbrain_qval,Forebrain/Midbrain/Hindbrain_ci_low,Forebrain/Midbrain/Hindbrain_ci_high,gene_annotation
ENSMUSG00000025487,0.1555163531342299,0.0,0.0,0.1491084739190742,0.16191117120502757,Psmd13
ENSMUSG00000052430,0.15551420473632216,0.0,0.0,0.1491063212235869,0.1619090272761905,Bmpr1b
ENSMUSG00000033082,0.15547253856986004,0.0,0.0,0.14906457172160417,0.16186744777123227,Clec1a
ENSMUSG00000020593,0.15546638485976705,0.0,0.0,0.14905840570555642,0.16186130685832298,Lpin1
ENSMUSG00000056824,0.15538079129110186,0.0,0.0,0.1489726410218084,0.16177589123768865,Zfp663
ENSMUSG00000029392,0.15533653568255187,0.0,0.0,0.14892829697710788,0.16173172759845192,Rilpl1
ENSMUSG00000024681,0.15522771888676998,0.0,0.0,0.1488192628419089,0.16162313683018395,Ms4a3
ENSMUSG00000038507,0.15521635847675608,0.0,0.0,0.14880787975076978,0.16161180000838227,Parp12
ENSMUSG00000033182,0.15519567890844002,0.0,0.0,0.14878715889993388,0.16159116337380008,Kbtbd12
ENSMUSG00000061186,0.15510583312787724,0.0,0.0,0.14869713382602298,0.16150150406095382,Sfmbt2
ENSMUSG00000020258,0.1550682544223571,0.0,0.0,0.1486594801611545,0.16146400331570998,Glyctk
ENSMUSG00000006736,0.15498868647426475,0.0,0.0,0.14857975355786834,0.16138460037725322,Tspan31
ENSMUSG00000040441,0.15497362385437613,0.0,0.0,0.14856466091311807,0.16136956898521165,Slc26a10
ENSMUSG00000110235,0.15492819271360025,0.0,0.0,0.1485191392308994,0.16132423201437454,Gm5086
ENSMUSG00000024781,0.15492362040242583,0.0,0.0,0.14851455780889702,0.16131966917921872,Lipa
ENSMUSG00000087614,0.15488871349128522,0.0,0.0,0.14847958135100217,0.1612848346029038,Gm12514
ENSMUSG00000097775,0.1547879663962987,0.0,0.0,0.1483786336225517,0.1611842961887609,4931440J10Rik
ENSMUSG00000058567,0.1546976845297656,0.0,0.0,0.14828817207707973,0.16109420121330417,Gm2531
ENSMUSG00000036560,0.1546608577405785,0.0,0.0,0.14825127202602956,0.16105745062806323,Lgi4
ENSMUSG00000026904,0.15465917318713426,0.0,0.0,0.14824958412182335,0.1610557695599621,Slc4a10
ENSMUSG00000071177,0.15459201489584545,0.0,0.0,0.14818229227573212,0.1609887501890228,Serpina1d
ENSMUSG00000029177,0.15453462049118805,0.0,0.0,0.1481247837803292,0.16093147446086706,Cenpa
ENSMUSG00000022679,0.15448472633898902,0.0,0.0,0.1480747904818888,0.16088168344161635,Mpv17l
ENSMUSG00000040714,0.15446057691306667,0.0,0.0,0.14805059307964677,0.16085758392170357,Klc3
ENSMUSG00000033885,0.15445213442187125,0.0,0.0,0.1480421338180347,0.1608491588755436,Pxk
ENSMUSG00000024910,0.1543730120721133,0.0,0.0,0.14796285434286427,0.16077019997394698,Ctsw
ENSMUSG00000037531,0.1543069317941054,0.0,0.0,0.14789664290222287,0.16070425613949849,Mrpl47
ENSMUSG00000022788,0.1542386918443933,0.0,0.0,0.14782826756345785,0.16063615703272446,Fgd4
ENSMUSG00000038264,0.15419927746338166,0.0,0.0,0.14778877501165932,0.16059682397275177,Sema7a
ENSMUSG00000032033,0.15416220632755603,0.0,0.0,0.14775163037107555,0.1605598293047619,Barx2
ENSMUSG00000070003,0.15414802146771986,0.0,0.0,0.14773741739024096,0.1605456736997419,Ssbp4
ENSMUSG00000043943,0.15412716098658735,0.0,0.0,0.14771651555872986,0.16052485623642768,Naalad2
ENSMUSG00000049357,0.15405283871239106,0.0,0.0,0.14764204600685604,0.16045068718098834,4933408B17Rik
ENSMUSG00000078201,0.1539978977513453,0.0,0.0,0.1475869962210424,0.1603958594367937,Tmem203
ENSMUSG00000068742,0.15398824637095876,0.0,0.0,0.14757732572770527,0.16038622794093196,Cry2
ENSMUSG00000036989,0.15398501275103238,0.0,0.0,0.1475740857044076,0.1603830009828885,Trim3
ENSMUSG00000027637,0.15386729117149323,0.0,0.0,0.1474561311005645,0.16026552183946524,1110008F13Rik
ENSMUSG00000030409,0.15386577255297706,0.0,0.0,0.14745460947720618,0.1602640063472116,Dmpk
ENSMUSG00000032633,0.1538039306786182,0.0,0.0,0.1473926452640788,0.16020229175631295,Flcn
ENSMUSG00000023914,0.15379717847414243,0.0,0.0,0.14738587970509312,0.16019555344625155,Mep1a
ENSMUSG00000021541,0.15377990408055778,0.0,0.0,0.147368571148944,0.16017831459650386,Trpc7
ENSMUSG00000023931,0.1537455834936824,0.0,0.0,0.14733418269988915,0.1601440646161762,Efhb
ENSMUSG00000109554,0.15374103879646686,0.0,0.0,0.14732962901759497,0.16013952926745276,RP24-274B19.1
ENSMUSG00000003062,0.15371454464199819,0.0,0.0,0.14730308248835627,0.1601130896063728,Stard3nl
ENSMUSG00000038253,0.1536714574026008,0.0,0.0,0.1472599100919999,0.1600700909695468,Hoxa5
ENSMUSG00000028370,0.1535532033584612,0.0,0.0,0.14714142245791503,0.15995207997268157,Pappa
ENSMUSG00000028690,0.15351672750333514,0.0,0.0,0.14710487458832425,0.15991567904938883,Mmachc
ENSMUSG00000029352,0.15349180748263766,0.0,0.0,0.14707990537797086,0.1598908102115314,Crybb3
