,Mixed_corr,Mixed_pval,Mixed_qval,Mixed_ci_low,Mixed_ci_high,gene_annotation
ENSMUSG00000030000,0.3275000528777669,0.0,0.0,0.3187945408454272,0.3361503141681314,Add2
ENSMUSG00000015671,0.3274592369918822,0.0,0.0,0.3187534677425431,0.336109760730962,Psma2
ENSMUSG00000068417,0.32737462052787064,0.0,0.0,0.318668318139497,0.3360256882539602,Pnp2
ENSMUSG00000028495,0.32598575665903384,0.0,0.0,0.31727072360177644,0.33464573348800847,Rps6
ENSMUSG00000079169,0.32329316270224484,0.0,0.0,0.31456131130917164,0.33197030582562254,Gm15130
ENSMUSG00000090862,0.3217318176079139,0.0,0.0,0.31299027899340065,0.330418850940929,Rps13
ENSMUSG00000028109,0.32156310051580517,0.0,0.0,0.3128205179755199,0.33025119976256784,Hormad1
ENSMUSG00000041673,0.3213867003473766,0.0,0.0,0.31264302694008766,0.33007591346150933,Lrrc18
ENSMUSG00000006574,0.320969081590994,0.0,0.0,0.3122228280433896,0.32966092934286706,Slc4a1
ENSMUSG00000086727,0.3208955020676296,0.0,0.0,0.3121487942841757,0.32958781366373724,4931428L18Rik
ENSMUSG00000028234,0.32085544537219457,0.0,0.0,0.31210849034738464,0.3295480094412914,Rps20
ENSMUSG00000027088,0.3201934765697088,0.0,0.0,0.3114424402438434,0.3288902084812399,Phospho2
ENSMUSG00000078519,0.31906208800329944,0.0,0.0,0.31030409612256526,0.32776592374798397,2310026L22Rik
ENSMUSG00000047324,0.31803684909776214,0.0,0.0,0.3092725759409349,0.32674710088494774,4931429P17Rik
ENSMUSG00000021024,0.31609010084792644,0.0,0.0,0.30731395741143464,0.324812479854555,Psma6
ENSMUSG00000038683,0.3155476213275467,0.0,0.0,0.3067681833737526,0.32427336669245943,Pak1ip1
ENSMUSG00000060938,0.31507198407360626,0.0,0.0,0.3062896622906863,0.32380067634328175,Rpl26
ENSMUSG00000063856,0.3140846579574128,0.0,0.0,0.30529636410097344,0.3228194534906345,Gpx1
ENSMUSG00000111410,0.31369981283620874,0.0,0.0,0.3049091963337284,0.3224369822454863,RP23-276M23.6
ENSMUSG00000015943,0.31283568847355536,0.0,0.0,0.30403986732949334,0.32157817774720265,Bola1
ENSMUSG00000110221,0.311725047177614,0.0,0.0,0.30292255812747343,0.3204743528396715,Gm36210
ENSMUSG00000073400,0.31163734388472825,0.0,0.0,0.3028343293252158,0.32038718679985817,Trim10
ENSMUSG00000010290,0.31115162332139723,0.0,0.0,0.3023457011046179,0.31990443898223236,AI597479
ENSMUSG00000060036,0.31054108540556496,0.0,0.0,0.3017315149050956,0.31929763128257727,Rpl3
ENSMUSG00000047654,0.3104894279666421,0.0,0.0,0.3016795491214375,0.3192462891266994,Tssk6
ENSMUSG00000100851,0.3103781212555471,0.0,0.0,0.3015675781952971,0.3191356615838758,Gm28928
ENSMUSG00000023992,0.3102782375252461,0.0,0.0,0.3014670986226867,0.31903638711822946,Trem2
ENSMUSG00000030979,0.30956911507641766,0.0,0.0,0.3007537516304984,0.3183315846052589,Uros
ENSMUSG00000062328,0.3092363443200017,0.0,0.0,0.30041900181793124,0.31800083773081617,Rpl17
ENSMUSG00000090551,0.3091667133941445,0.0,0.0,0.3003489570574389,0.31793163002412805,A730015C16Rik
ENSMUSG00000051682,0.30901120770772617,0.0,0.0,0.300192527503796,0.31777706916940646,Treml4
ENSMUSG00000062006,0.3083735236849281,0.0,0.0,0.29955105992833714,0.3171432547570861,Rpl34
ENSMUSG00000027566,0.30654194185099415,0.0,0.0,0.29770865517642237,0.31532274380945996,Psma7
ENSMUSG00000029557,0.3060156570135159,0.0,0.0,0.2971792726624137,0.3147996281154166,Mrm2
ENSMUSG00000024014,0.3059300672832186,0.0,0.0,0.2970931796704032,0.3147145532785879,Pim1
ENSMUSG00000027714,0.305877166083879,0.0,0.0,0.29703996748750594,0.3146619702534184,Exosc9
ENSMUSG00000055033,0.30506314994546396,0.0,0.0,0.2962211730162264,0.31385284321553053,Olfr420
ENSMUSG00000040466,0.3031552178236399,0.0,0.0,0.2943020921237129,0.3119563203842547,Blvrb
ENSMUSG00000026729,0.3029421355584512,0.0,0.0,0.2940877691699162,0.31174450798094655,4930562F07Rik
ENSMUSG00000004897,0.3029010993805029,0.0,0.0,0.2940464941577808,0.3117037162572743,Hdgf
ENSMUSG00000068101,0.30240481515665607,0.0,0.0,0.29354732413067386,0.31121038585080607,Cenpm
ENSMUSG00000025226,0.3017440783585415,0.0,0.0,0.29288275276352527,0.3105535743045571,Fbxl15
ENSMUSG00000022671,0.3015572435547485,0.0,0.0,0.29269483522151035,0.3103678479082325,Mzt2
ENSMUSG00000084796,0.3012801075380204,0.0,0.0,0.2924160944170838,0.3100923547769178,Mir142hg
ENSMUSG00000023577,0.30091135573512345,0.0,0.0,0.292045209650194,0.30972578667076656,Iqcf3
ENSMUSG00000029752,0.30009728693756,0.0,0.0,0.29122644149147014,0.3089165293978525,Asns
ENSMUSG00000054091,0.2999818134150714,0.0,0.0,0.29111030242938624,0.30880173734333,1810037I17Rik
ENSMUSG00000094520,0.29958234195724753,0.0,0.0,0.2907085306072527,0.3084046213877161,Olfr635
ENSMUSG00000030054,0.2992749459360656,0.0,0.0,0.29039936657047094,0.3080990358480307,Gp9
ENSMUSG00000001763,0.29911437200047003,0.0,0.0,0.2902378698163488,0.30793940692655014,Tspan33
ENSMUSG00000030189,0.2990508401763969,0.0,0.0,0.2901739730144341,0.30787624886452086,Ybx3
ENSMUSG00000041237,0.29893328101753885,0.0,0.0,0.2900557387100469,0.30775938110907064,Pklr
ENSMUSG00000028125,0.2988692321974306,0.0,0.0,0.2899913221698237,0.3076957088686992,Abca4
ENSMUSG00000028148,0.29880481600405984,0.0,0.0,0.28992653622829295,0.3076316713353294,Them5
ENSMUSG00000071654,0.2987588180178218,0.0,0.0,0.2898802742639741,0.30758594369175446,Uqcc3
ENSMUSG00000078621,0.2984434836223263,0.0,0.0,0.2895631313114284,0.30727246150432985,Hbb-bh2
ENSMUSG00000025508,0.29835581701976394,0.0,0.0,0.28947496225551805,0.3071853094965818,Rplp2
ENSMUSG00000053121,0.29799946749090717,0.0,0.0,0.2891165718922932,0.30683105018179985,Gm5129
ENSMUSG00000073063,0.29798114478408655,0.0,0.0,0.2890981443175781,0.30681283488302946,Hbq1b
ENSMUSG00000005649,0.2979716449594914,0.0,0.0,0.28908859012442645,0.30680339074403706,Cabp5
ENSMUSG00000002658,0.2978395454315255,0.0,0.0,0.28895573475951,0.30667206537032804,Gtf2f1
ENSMUSG00000050705,0.2965172900030944,0.0,0.0,0.2876259326051957,0.3053575403398271,2310061I04Rik
ENSMUSG00000036825,0.29541267183295167,0.0,0.0,0.28651503614834706,0.30425935434756624,Ssx2ip
ENSMUSG00000030751,0.2945151797150637,0.0,0.0,0.28561246059619727,0.30336707100008664,Psma1
ENSMUSG00000021040,0.2942007834822106,0.0,0.0,0.2852962873446998,0.303054495755446,Slirp
ENSMUSG00000100691,0.2935662663762479,0.0,0.0,0.28465818974742546,0.302423647980924,2010320M18Rik
ENSMUSG00000032131,0.29324573337016396,0.0,0.0,0.28433585101939896,0.30210496562627265,Abcg4
ENSMUSG00000030217,0.29268263991981014,0.0,0.0,0.28376959026103693,0.3015451184960901,Art4
ENSMUSG00000022571,0.29252260811988195,0.0,0.0,0.28360865944298896,0.3013860081888375,Pycrl
