,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000043943,-0.07868404224419243,2.584313350873758e-38,9.518649542813105e-38,-0.09053854655246316,-0.06680724349389854,Naalad2
ENSMUSG00000021676,-0.07870502540366486,2.4702811812242637e-38,9.101994035461547e-38,-0.09055948735119866,-0.06682826314280714,Iqgap2
ENSMUSG00000023908,-0.07870547661875565,2.4678848183595385e-38,9.09651610158326e-38,-0.0905599376552627,-0.06682871514267077,Pkmyt1
ENSMUSG00000049339,-0.07872610976168125,2.360738032687885e-38,8.704786256223764e-38,-0.09058052913362011,-0.06684938417686101,Fam134a
ENSMUSG00000032080,-0.07873827542067154,2.2997430263211904e-38,8.483006367839138e-38,-0.09059267022170822,-0.06686157100274043,Apoa4
ENSMUSG00000023832,-0.07874685259454679,2.2576837525747673e-38,8.330936356364454e-38,-0.09060123007020336,-0.06687016310207106,Acat2
ENSMUSG00000021951,-0.07875122243349303,2.2365506134199922e-38,8.256000787818355e-38,-0.09060559108166183,-0.06687454054581189,Eef1akmt1
ENSMUSG00000027744,-0.07875664083150087,2.2106193961152937e-38,8.163291713867407e-38,-0.0906109985333621,-0.06687996837404793,Stoml3
ENSMUSG00000017670,-0.07877040365501298,2.1460895443773638e-38,7.927925911996172e-38,-0.09062473354992341,-0.06689375515366115,Elmo2
ENSMUSG00000013495,-0.078772456104874,2.1366280127741743e-38,7.895890660658441e-38,-0.09062678185254747,-0.0668958111764841,Tmem175
ENSMUSG00000005338,-0.07878297287498384,2.0887937729269147e-38,7.721973282539425e-38,-0.0906372773706071,-0.06690634625606307,Cadm3
ENSMUSG00000052557,-0.07879085636363155,2.0536361789711788e-38,7.5976181241997e-38,-0.09064514492675317,-0.06691424347143043,Gan
